OTUID	Kingdom	Phylum	Class	Order	Family	Genus	Species
7499bba95787f7bf1dbc55ecc6954c3f	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	Unidentified_CCM11a	Unidentified_CCM11a	Unidentified_CCM11a
90449c3f2e4713d6958f1e85167207a7	Bacteria	Chloroflexi	Anaerolineae	SBR1031	Unidentified_SBR1031	Unidentified_SBR1031	Unidentified_SBR1031
fc05f095c03af0692918c7ffd46c3051	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Unidentified_Ruminococcaceae	Unidentified_Ruminococcaceae
ee663906c17a0871b787c6c354b996d6	Bacteria	Planctomycetes	Planctomycetacia	Isosphaerales	Isosphaeraceae	Singulisphaera	Unidentified_Singulisphaera
40398087d2f80a54016c4bdfe0c8a9d1	Bacteria	Chloroflexi	Chloroflexia	Chloroflexales	Chloroflexaceae	Unidentified_Chloroflexaceae	Unidentified_Chloroflexaceae
bfba395a2838de64769c38e1c303a1ad	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
1e9b007f2b035077d8e60bdc303b1040	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	Ambiguous_taxa	Ambiguous_taxa
661535014a955e07ad1dd469e5f7bcdd	Bacteria	Cyanobacteria	Sericytochromatia	Unidentified_Sericytochromatia	Unidentified_Sericytochromatia	Unidentified_Sericytochromatia	Unidentified_Sericytochromatia
7d4e498804623bb134e2786b11736f69	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_Incertae_Sedis	Unidentified_Gammaproteobacteria_Incertae_Sedis	Unidentified_Gammaproteobacteria_Incertae_Sedis	Unidentified_Gammaproteobacteria_Incertae_Sedis
4d23660ff10522b86d5a00b6b5851afb	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
f67106d07b885d4d811daca7688633ed	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	uncultured_bacterium
1b52f0e2be283599405315d74fea422a	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	AKYG1722	Unidentified_AKYG1722	Unidentified_AKYG1722
38beb9295889cd97ccde32e38be9b052	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Unidentified_Lachnospiraceae	Unidentified_Lachnospiraceae
9d1b9b529dfbbcc928b79c43adfe2442	Archaea	Crenarchaeota	Bathyarchaeia	uncultured_archaeon	Unidentified_uncultured_archaeon	Unidentified_uncultured_archaeon	Unidentified_uncultured_archaeon
7169e2618fc4601def58add04e5a6602	Bacteria	Patescibacteria	Gracilibacteria	Unidentified_Gracilibacteria	Unidentified_Gracilibacteria	Unidentified_Gracilibacteria	Unidentified_Gracilibacteria
069e9b240d2bb79c9b541d1afd562c27	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
a3b0b94fa71eccb7aec8add73902b0c3	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
5d06835c4693d957c57d604766391074	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
3a942e0d6d6bb986600ea39a7fe56ca8	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
97e50790649337d83dd770ad2152135f	Archaea	Nanoarchaeaeota	Woesearchaeia	Unidentified_Woesearchaeia	Unidentified_Woesearchaeia	Unidentified_Woesearchaeia	Unidentified_Woesearchaeia
bc550db78edddc2e1f95b8d7ac953e9e	Bacteria	Patescibacteria	Parcubacteria	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium
6296f97554d2639abe1b5a59ce460ea6	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XVII	Sulfobacillus	Unidentified_Sulfobacillus
94f1f20d54a95cd94b59b6069a2c99df	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Unidentified_Diplorickettsiaceae	Unidentified_Diplorickettsiaceae
4b7b550ccbb4973d68363bd953e4ae18	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
fd901cb9dd692ddf11e5b1f6b37d3f0f	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria
bf337c656f5ba83f5afac61c454ff7e1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	KD3-10	Unidentified_KD3-10	Unidentified_KD3-10
239f0376ea9c7945584006f947f7be60	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
500b136fc7594aaf5d7a9d74973a2bd5	Bacteria	Proteobacteria	Unidentified_Proteobacteria	Unidentified_Proteobacteria	Unidentified_Proteobacteria	Unidentified_Proteobacteria	Unidentified_Proteobacteria
0b6844b59d1a20a1fbc2cdce88cd366a	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned	Unassigned
380367cb6265306f568a1fad7851dc14	Bacteria	Patescibacteria	Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria	Unidentified_Parcubacteria
95c4d37a3be95ee97cd3e1793933f285	Bacteria	Patescibacteria	Berkelbacteria	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium	uncultured_bacterium
dacd6c379ada16b457d45956be7b4871	Bacteria	Omnitrophicaeota	Unidentified_Omnitrophicaeota	Unidentified_Omnitrophicaeota	Unidentified_Omnitrophicaeota	Unidentified_Omnitrophicaeota	Unidentified_Omnitrophicaeota
31078a5471ca6b68c732f9891c80d6f8	Bacteria	Patescibacteria	Parcubacteria	Candidatus_Kaiserbacteria	Unidentified_Candidatus_Kaiserbacteria	Unidentified_Candidatus_Kaiserbacteria	Unidentified_Candidatus_Kaiserbacteria
934f1f8a8cf8d4e63b966a389201936c	Bacteria	Proteobacteria	Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria	Unidentified_Gammaproteobacteria
7898547f465e32d144ef5095c0151b59	Bacteria	Hydrogenedentes	Hydrogenedentia	Hydrogenedentiales	Hydrogenedensaceae	Unidentified_Hydrogenedensaceae	Unidentified_Hydrogenedensaceae
f1f6f048910e97f15fc1a55ccd99199e	Bacteria	Chloroflexi	Anaerolineae	Ardenticatenales	Unidentified_Ardenticatenales	Unidentified_Ardenticatenales	Unidentified_Ardenticatenales
7577cad385963c80205fa8e74ebd9f15	Bacteria	Patescibacteria	ABY1	Candidatus_Uhrbacteria	Unidentified_Candidatus_Uhrbacteria	Unidentified_Candidatus_Uhrbacteria	Unidentified_Candidatus_Uhrbacteria
a8b23d7d71df7bab857ba058426af2fb	Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacterales	Ktedonobacteraceae	HSB_OF53-F07	Unidentified_HSB_OF53-F07
